x,y,z
2,36,0.07505793803296257
2,37,0.07505697280653179
2,38,0.07504211848798459
2,39,0.07503015499940613
2,40,0.07502848338879509
2,41,0.07503314718911636
2,42,0.075030967766607
2,43,0.07502440917819264
2,44,0.07503261504083247
2,45,0.07502093896581874
2,46,0.07501073306754069
2,47,0.07501284885633552
2,48,0.07499635836002927
2,49,0.07499299370741652
2,50,0.07499299370741674
2,51,0.07499635836002971
2,52,0.0750128488563353
2,53,0.07501073306754069
2,54,0.07502093896581896
2,55,0.07503261504083247
2,56,0.07502440917819309
2,57,0.07503096776660656
2,58,0.07503314718911658
2,59,0.07502848338879575
2,60,0.0750301549994059
2,61,0.07504211848798459
2,62,0.07505697280653068
2,63,0.07505793803296235
2,64,0.07505565704613226
2,65,0.07503468169556604
2,66,0.07502198856111364
2,67,0.07501603065661744
2,68,0.07499857066096349
2,69,0.0750030698156745
2,70,0.07500674317116851
2,71,0.07500772394757749
2,72,0.07499993643303982
2,73,0.07499629863473256
2,74,0.07499692585751672
2,75,0.07499255145407902
2,76,0.07499624346219869
2,77,0.07498661360618697
2,78,0.07498090794093915
2,79,0.07497334465262973
2,80,0.07496478341284929
2,81,0.07495263832642851
2,82,0.07495772651363275
2,83,0.07497490193532985
2,84,0.0749772975470484
2,85,0.07495732002201239
2,86,0.07494378220939368
2,87,0.07496119920006872
2,88,0.07497320220296366
2,89,0.07497280097641901
2,90,0.07493698494890033
2,91,0.07490405235314679
2,92,0.0749082890821362
2,93,0.07493474783310505
2,94,0.07496355010019395
2,95,0.07499686219621182
2,96,0.0750146348529468
2,97,0.07500369874184143
2,98,0.07497601219023964
2,99,0.07494997818142646
2,99,0.07494997818142646
3,0,0.07493076629812712
3,1,0.07497748101021662
3,2,0.07501645338258212
3,3,0.07501446669597267
3,4,0.07499345968207294
3,5,0.07496417361757013
3,6,0.07493418182818656
3,7,0.07491649214824547
3,8,0.07492725385009291
3,9,0.07493676034928387
3,10,0.07493396973517852
3,11,0.07493563608138354
3,12,0.07494378338192642
3,13,0.07495405354992335
3,14,0.07496095053867591
3,15,0.07495238689952122
3,16,0.07496012090308524
3,17,0.0749842062141326
3,18,0.0749818694755533
3,19,0.07496411076196718
3,20,0.07496581067890817
3,21,0.07500026909322588
3,22,0.07501730044083432
3,23,0.07499707062705863
3,24,0.07499269098750516
3,25,0.07502034581361428
3,26,0.07501924138662974
3,27,0.07500052172234484
3,28,0.07500689982261433
3,29,0.07501594957522606
3,30,0.07500596468999943
3,31,0.07500197831284972
3,32,0.07502391812089848
3,33,0.07503146583301246
3,34,0.07504272101102205
3,35,0.0750651493554193
3,36,0.07506213708909693
3,37,0.0750513527632819
3,38,0.07504261558240799
3,39,0.07503261052891497
3,40,0.07502434989480466
3,41,0.07502711648999871
3,42,0.07502736343394534
3,43,0.07502387685195933
3,44,0.07503241696183904
3,45,0.0750237174588908
3,46,0.0750141659443635
3,47,0.07501218372018403
3,48,0.07499653698521302
3,49,0.0749968568336612
3,50,0.07499685683366097
3,51,0.07499653698521302
3,52,0.07501218372018337
3,53,0.07501416594436283
3,54,0.07502371745888947
3,55,0.07503241696183904
3,56,0.07502387685195888
3,57,0.07502736343394445
3,58,0.07502711648999871
3,59,0.07502434989480533
3,60,0.07503261052891519
3,61,0.07504261558240799
3,62,0.07505135276328212
3,63,0.07506213708909759
3,64,0.07506514935542041
3,65,0.07504272101102227
3,66,0.07503146583301423
3,67,0.07502391812089759
3,68,0.07500197831284972
3,69,0.07500596468999898
3,70,0.07501594957522584
3,71,0.07500689982261477
3,72,0.07500052172234684
3,73,0.07501924138662908
3,74,0.07502034581361561
3,75,0.07499269098750516
3,76,0.0749970706270573
3,77,0.07501730044083521
3,78,0.07500026909322544
3,79,0.07496581067890817
3,80,0.07496411076196674
3,81,0.07498186947555263
3,82,0.07498420621413393
3,83,0.07496012090308568
3,84,0.0749523868995221
3,85,0.07496095053867657
3,86,0.07495405354992335
3,87,0.07494378338192753
3,88,0.0749356360813831
3,89,0.07493396973517785
3,90,0.07493676034928498
3,91,0.0749272538500938
3,92,0.0749164921482457
3,93,0.07493418182818568
3,94,0.07496417361757013
3,95,0.07499345968207383
3,96,0.07501446669597378
3,97,0.07501645338258323
3,98,0.07497748101021617
3,99,0.07493076629812667
3,99,0.07493076629812667
4,0,0.07492669695175103
4,1,0.07498868313340079
4,2,0.07501054739544455
4,3,0.07501288833813069
4,4,0.07498692860663403
4,5,0.07496119029130277
4,6,0.0749438039873267
4,7,0.07494491095054179
4,8,0.07494591482957236
4,9,0.07493578400128431
4,10,0.07491173709478272
4,11,0.07491197287340978
4,12,0.0749405455012917
4,13,0.07496777386756404
4,14,0.07495565038733765
4,15,0.07493581022491425
4,16,0.07495084715466405
4,17,0.07499321665877279
4,18,0.07500972078946155
4,19,0.07498381410171473
4,20,0.07498171686066257
4,21,0.07500841271984382
4,22,0.0750168181721258
4,23,0.07499621084249952
4,24,0.07500224764604191
4,25,0.0750220982713341
4,26,0.07502534569716657
4,27,0.07501132504930741
4,28,0.07501393754522634
4,29,0.07501861273776678
4,30,0.07500805730574145
4,31,0.07501643865044394
4,32,0.07502246251640932
4,33,0.07503138501818274
4,34,0.07504396045842254
4,35,0.07505528868760347
4,36,0.07505494646859301
4,37,0.0750450780226184
4,38,0.07504357186589017
4,39,0.07503133719179256
4,40,0.0750294371159057
4,41,0.0750282356801113
4,42,0.0750191981169499
4,43,0.0750252852067117
4,44,0.07502281033508407
4,45,0.07501939848687722
4,46,0.07501557819662397
4,47,0.07500655193197381
4,48,0.07501125936468322
4,49,0.07501292914389879
4,50,0.07501292914389812
4,51,0.07501125936468256
4,52,0.07500655193197292
4,53,0.07501557819662352
4,54,0.07501939848687655
4,55,0.07502281033508362
4,56,0.07502528520671192
4,57,0.07501919811695035
4,58,0.07502823568011063
4,59,0.07502943711590593
4,60,0.07503133719179322
4,61,0.07504357186589061
4,62,0.07504507802261928
4,63,0.07505494646859301
4,64,0.07505528868760347
4,65,0.07504396045842232
4,66,0.0750313850181814
4,67,0.07502246251640976
4,68,0.07501643865044616
4,69,0.07500805730574145
4,70,0.07501861273776678
4,71,0.075013937545227
4,72,0.07501132504930696
4,73,0.07502534569716768
4,74,0.07502209827133322
4,75,0.07500224764604191
4,76,0.07499621084249974
4,77,0.07501681817212669
4,78,0.0750084127198436
4,79,0.07498171686066346
4,80,0.07498381410171517
4,81,0.07500972078946089
4,82,0.07499321665877123
4,83,0.07495084715466405
4,84,0.07493581022491336
4,85,0.07495565038733654
4,86,0.07496777386756359
4,87,0.07494054550129103
4,88,0.07491197287341089
4,89,0.0749117370947836
4,90,0.07493578400128387
4,91,0.0749459148295708
4,92,0.07494491095054134
4,93,0.07494380398732714
4,94,0.07496119029130321
4,95,0.0749869286066347
4,96,0.07501288833813091
4,97,0.07501054739544366
4,98,0.07498868313340123
4,99,0.07492669695175103
4,99,0.07492669695175103
5,0,0.0749427809938612
5,1,0.07498406112246747
5,2,0.07499895596416506
5,3,0.07499235201964627
5,4,0.07497856064255304
5,5,0.0749631563711195
5,6,0.07496997534508787
5,7,0.07497954512337124
5,8,0.07496916301891288
5,9,0.07493331124545022
5,10,0.07490525424999506
5,11,0.07491524061503685
5,12,0.0749530374441818
5,13,0.07498090557570003
5,14,0.07496329425754622
5,15,0.07494639952492643
5,16,0.07495623602781065
5,17,0.07497236980363575
5,18,0.07498318856999164
5,19,0.074987093191061
5,20,0.0750023141653493
5,21,0.07501172546301227
5,22,0.07501068756185414
5,23,0.07501486160514026
5,24,0.07502078180034077
5,25,0.07500870607278176
5,26,0.0750120700807575
5,27,0.07502332467107076
5,28,0.07501565825714174
5,29,0.07501091696203055
5,30,0.07501841341477511
5,31,0.0750256917897072
5,32,0.07501690318324417
5,33,0.07502875479065163
5,34,0.07504281297403415
5,35,0.07503947528625043
5,36,0.07504542898075917
5,37,0.07504296676066358
5,38,0.07503248349165359
5,39,0.07502650896580088
5,40,0.07502493716690273
5,41,0.07501642978482659
5,42,0.07501670171671915
5,43,0.07502508915288275
5,44,0.07501704565186973
5,45,0.07502138997163055
5,46,0.07501730024239661
5,47,0.07500602368583942
5,48,0.07501864879345499
5,49,0.07501333544816924
5,50,0.07501333544816946
5,51,0.07501864879345499
5,52,0.07500602368583942
5,53,0.07501730024239661
5,54,0.07502138997163144
5,55,0.07501704565187062
5,56,0.07502508915288231
5,57,0.07501670171671959
5,58,0.07501642978482659
5,59,0.07502493716690228
5,60,0.07502650896580065
5,61,0.07503248349165337
5,62,0.07504296676066269
5,63,0.07504542898075872
5,64,0.07503947528624955
5,65,0.0750428129740337
5,66,0.07502875479064963
5,67,0.07501690318324461
5,68,0.0750256917897072
5,69,0.07501841341477578
5,70,0.07501091696203077
5,71,0.07501565825714174
5,72,0.07502332467107009
5,73,0.07501207008075927
5,74,0.0750087060727802
5,75,0.075020781800341
5,76,0.07501486160514181
5,77,0.07501068756185436
5,78,0.07501172546301182
5,79,0.07500231416535019
5,80,0.0749870931910619
5,81,0.07498318856999076
5,82,0.07497236980363509
5,83,0.07495623602781021
5,84,0.07494639952492621
5,85,0.07496329425754689
5,86,0.07498090557570003
5,87,0.07495303744418225
5,88,0.07491524061503729
5,89,0.07490525424999461
5,90,0.07493331124544844
5,91,0.07496916301891132
5,92,0.07497954512337013
5,93,0.07496997534508809
5,94,0.0749631563711195
5,95,0.07497856064255237
5,96,0.0749923520196456
5,97,0.07499895596416462
5,98,0.07498406112246792
5,99,0.07494278099386165
5,99,0.07494278099386165
6,0,0.07496046295356207
6,1,0.0749720730524015
6,2,0.0749785604495814
6,3,0.07496561117831324
6,4,0.07496121321550198
6,5,0.07497693390648674
6,6,0.07499393396612075
6,7,0.07500451332479008
6,8,0.0749828121480367
6,9,0.0749382509058476
6,10,0.07491863225651407
6,11,0.07493293129757905
6,12,0.07495861629298828
6,13,0.07495992239144433
6,14,0.07495983245597682
6,15,0.07496564697935848
6,16,0.07497101987034327
6,17,0.07496116370138695
6,18,0.07496572926156464
6,19,0.07500182987276505
6,20,0.07501479042012416
6,21,0.07499983661792586
6,22,0.07499667291131806
6,23,0.07502859053501854
6,24,0.07503002848184348
6,25,0.07501147325740565
6,26,0.07501547986679125
6,27,0.07503080457208156
6,28,0.07501782662471967
6,29,0.07500846432732744
6,30,0.07502527599446207
6,31,0.07501780641550737
6,32,0.07501441833052924
6,33,0.07502625337941393
6,34,0.07503350210705584
6,35,0.0750328407384313
6,36,0.07503999067304146
6,37,0.07504072608392365
6,38,0.07502619248169418
6,39,0.07502762385536443
6,40,0.07501469509620651
6,41,0.07500242298926008
6,42,0.07501139889337938
6,43,0.07500846566262442
6,44,0.07501280089643703
6,45,0.07502102375224218
6,46,0.07501914662082187
6,47,0.0750220804052617
6,48,0.07502277122654721
6,49,0.07501989744589532
6,50,0.07501989744589554
6,51,0.07502277122654766
6,52,0.07502208040526326
6,53,0.07501914662082254
6,54,0.07502102375224329
6,55,0.07501280089643747
6,56,0.0750084656626242
6,57,0.07501139889337982
6,58,0.07500242298926163
6,59,0.07501469509620606
6,60,0.07502762385536399
6,61,0.07502619248169373
6,62,0.07504072608392343
6,63,0.07503999067304168
6,64,0.07503284073843064
6,65,0.07503350210705606
6,66,0.07502625337941549
6,67,0.07501441833052813
6,68,0.0750178064155056
6,69,0.07502527599446429
6,70,0.07500846432732722
6,71,0.07501782662471967
6,72,0.07503080457208089
6,73,0.07501547986679058
6,74,0.07501147325740587
6,75,0.0750300284818437
6,76,0.07502859053501787
6,77,0.07499667291131917
6,78,0.07499983661792631
6,79,0.07501479042012327
6,80,0.07500182987276549
6,81,0.07496572926156486
6,82,0.07496116370138761
6,83,0.07497101987034327
6,84,0.07496564697935826
6,85,0.07495983245597682
6,86,0.07495992239144456
6,87,0.07495861629298828
6,88,0.07493293129757905
6,89,0.07491863225651318
6,90,0.07493825090584938
6,91,0.07498281214803759
6,92,0.07500451332478963
6,93,0.0749939339661212
6,94,0.0749769339064863
6,95,0.07496121321550131
6,96,0.07496561117831346
6,97,0.07497856044958162
6,98,0.07497207305240106
6,99,0.07496046295356207
6,99,0.07496046295356207
7,0,0.07496548816513693
7,1,0.0749581585544854
7,2,0.07495238897146916
7,3,0.07495472625480692
7,4,0.07496690227327751
7,5,0.07499335697559761
7,6,0.07501751549354796
7,7,0.07500521355656664
7,8,0.07497373201643698
7,9,0.07495438660970288
7,10,0.07495325721981416
7,11,0.0749563160289397
7,12,0.07494233193244537
7,13,0.07492599261002697
7,14,0.07495152889176881
7,15,0.0749839078408483
7,16,0.07498141500174782
7,17,0.07496801423969779
7,18,0.07498485163266388
7,19,0.07502366524307003
7,20,0.07502152835269715
7,21,0.07499258379359519
7,22,0.07499332059216779
7,23,0.07501514876355175
7,24,0.07501603587229266
7,25,0.07501707809735936
7,26,0.07502394327675388
7,27,0.07502702857228782
7,28,0.07502411193109526
7,29,0.07502286775468514
7,30,0.07501914052704728
7,31,0.07500844288794917
7,32,0.07502200799024994
7,33,0.07502122002141909
7,34,0.07501864069288144
7,35,0.07503459310485971
7,36,0.07503281056290034
7,37,0.07502748343288879
7,38,0.07502318317536782
7,39,0.07501446353409236
7,40,0.07500331342737288
7,41,0.07500737703397986
7,42,0.07501011411634817
7,43,0.0750062226920245
7,44,0.07501993197174683
7,45,0.07501745546020921
7,46,0.07502472638682911
7,47,0.07503722551250691
7,48,0.07501962208140522
7,49,0.07502625651870787
7,50,0.07502625651870765
7,51,0.075019622081405
7,52,0.07503722551250736
7,53,0.07502472638682978
7,54,0.07501745546020899
7,55,0.07501993197174595
7,56,0.07500622269202539
7,57,0.0750101141163475
7,58,0.0750073770339803
7,59,0.07500331342737332
7,60,0.0750144635340928
7,61,0.07502318317536849
7,62,0.07502748343288834
7,63,0.0750328105628999
7,64,0.07503459310485905
7,65,0.07501864069288167
7,66,0.07502122002141975
7,67,0.07502200799025016
7,68,0.07500844288794828
7,69,0.07501914052704683
7,70,0.0750228677546867
7,71,0.07502411193109526
7,72,0.07502702857228738
7,73,0.07502394327675321
7,74,0.07501707809736047
7,75,0.07501603587229266
7,76,0.07501514876355264
7,77,0.07499332059216801
7,78,0.0749925837935963
7,79,0.07502152835269627
7,80,0.07502366524307025
7,81,0.07498485163266366
7,82,0.0749680142396989
7,83,0.0749814150017476
7,84,0.07498390784084763
7,85,0.07495152889176793
7,86,0.07492599261002741
7,87,0.07494233193244537
7,88,0.07495631602894015
7,89,0.07495325721981394
7,90,0.07495438660970333
7,91,0.07497373201643742
7,92,0.07500521355656709
7,93,0.07501751549354796
7,94,0.07499335697559872
7,95,0.07496690227327685
7,96,0.0749547262548067
7,97,0.07495238897146872
7,98,0.0749581585544854
7,99,0.0749654881651367
7,99,0.0749654881651367
8,0,0.07495922325710058
8,1,0.07493516059642036
8,2,0.07493453091795121
8,3,0.07495251538491554
8,4,0.07498177543100959
8,5,0.07501473016026683
8,6,0.07502871571081227
8,7,0.0750150459914265
8,8,0.07499020236860843
8,9,0.07498663674595707
8,10,0.07499322537217568
8,11,0.07497414785681777
8,12,0.07494055686142254
8,13,0.0749456705509246
8,14,0.07498112280286562
8,15,0.07500600502480115
8,16,0.07498827253612816
8,17,0.07497792875132325
8,18,0.07499295557749996
8,19,0.07500560907819143
8,20,0.07500611252918388
8,21,0.07500479609176702
8,22,0.07501182731502998
8,23,0.07500036114549524
8,24,0.07500671381548063
8,25,0.07502470334249156
8,26,0.07502098766903931
8,27,0.07500463503517096
8,28,0.07502116104304424
8,29,0.07502810189662901
8,30,0.07500309526633364
8,31,0.07500980746525854
8,32,0.07501775042262904
8,33,0.07501008905861051
8,34,0.07501306195663471
8,35,0.07502666509688449
8,36,0.07501885940171094
8,37,0.07501204138087414
8,38,0.07502077343949809
8,39,0.07500538487665409
8,40,0.07500543249689917
8,41,0.07501448791838272
8,42,0.07500376635939543
8,43,0.07500571393627808
8,44,0.07500572335485756
8,45,0.07500385447381142
8,46,0.0750195968181051
8,47,0.0750301441082839
8,48,0.07503005619854908
8,49,0.07503333124544587
8,50,0.07503333124544587
8,51,0.07503005619854886
8,52,0.07503014410828324
8,53,0.07501959681810488
8,54,0.07500385447380986
8,55,0.07500572335485844
8,56,0.07500571393627808
8,57,0.07500376635939543
8,58,0.07501448791838183
8,59,0.07500543249689895
8,60,0.07500538487665409
8,61,0.07502077343949853
8,62,0.07501204138087392
8,63,0.07501885940171116
8,64,0.07502666509688471
8,65,0.07501306195663515
8,66,0.07501008905861006
8,67,0.07501775042262993
8,68,0.07500980746525876
8,69,0.07500309526633253
8,70,0.07502810189662812
8,71,0.07502116104304446
8,72,0.07500463503517141
8,73,0.0750209876690402
8,74,0.07502470334249178
8,75,0.07500671381547996
8,76,0.07500036114549569
8,77,0.07501182731502776
8,78,0.07500479609176569
8,79,0.07500611252918477
8,80,0.07500560907819209
8,81,0.07499295557750085
8,82,0.07497792875132414
8,83,0.0749882725361306
8,84,0.0750060050248007
8,85,0.07498112280286584
8,86,0.07494567055092438
8,87,0.07494055686142387
8,88,0.074974147856818
8,89,0.07499322537217745
8,90,0.07498663674595663
8,91,0.07499020236860732
8,92,0.07501504599142783
8,93,0.07502871571081204
8,94,0.07501473016026727
8,95,0.07498177543101114
8,96,0.07495251538491554
8,97,0.07493453091795232
8,98,0.07493516059641947
8,99,0.0749592232571008
8,99,0.0749592232571008
9,0,0.07493546388412087
9,1,0.07492132725696621
9,2,0.07492585293779985
9,3,0.07495643404114927
9,4,0.07499706113266225
9,5,0.07502278132913376
9,6,0.07503112005548673
9,7,0.07502819681620432
9,8,0.07503341175939204
9,9,0.07503889932205499
9,10,0.07502966457598692
9,11,0.0750021572426689
9,12,0.07497573231895016
9,13,0.07498276834682782
9,14,0.07499570028435354
9,15,0.07499598268618923
9,16,0.07499648819956017
9,17,0.07500775671760174
9,18,0.07500499627962065
9,19,0.0749758223156114
9,20,0.07498178961314084
9,21,0.07500975357565376
9,22,0.07500973470037087
9,23,0.0749864864279226
9,24,0.07500217606898385
9,25,0.07502339148196202
9,26,0.07501049167449336
9,27,0.07500243612110302
9,28,0.07501175225768453
9,29,0.07500773658880022
9,30,0.07499801746052825
9,31,0.07500780540513952
9,32,0.07499724191697665
9,33,0.07499589244392335
9,34,0.07500686608062912
9,35,0.07500333877044962
9,36,0.07500888250892679
9,37,0.07501677043499222
9,38,0.07501612214919273
9,39,0.07501057445029069
9,40,0.07501555191710163
9,41,0.07500729179464982
9,42,0.07499847237407287
9,43,0.07500064175274024
9,44,0.07498634083696998
9,45,0.07500026248846536
9,46,0.07501454324802581
9,47,0.0750162615031893
9,48,0.07504064632486607
9,49,0.07503707013728067
9,50,0.07503707013728089
9,51,0.07504064632486629
9,52,0.07501626150318952
9,53,0.07501454324802492
9,54,0.0750002624884647
9,55,0.07498634083696953
9,56,0.07500064175273935
9,57,0.07499847237407398
9,58,0.07500729179464916
9,59,0.07501555191710119
9,60,0.07501057445029025
9,61,0.07501612214919207
9,62,0.075016770434994
9,63,0.0750088825089259
9,64,0.07500333877045051
9,65,0.07500686608062868
9,66,0.07499589244392402
9,67,0.07499724191697665
9,68,0.0750078054051404
9,69,0.07499801746052781
9,70,0.07500773658880067
9,71,0.0750117522576852
9,72,0.07500243612110125
9,73,0.0750104916744927
9,74,0.0750233914819618
9,75,0.07500217606898252
9,76,0.07498648642792083
9,77,0.0750097347003702
9,78,0.07500975357565398
9,79,0.07498178961314128
9,80,0.07497582231560873
9,81,0.0750049962796222
9,82,0.07500775671760018
9,83,0.07499648819956128
9,84,0.07499598268619057
9,85,0.07499570028435398
9,86,0.07498276834682849
9,87,0.07497573231895105
9,88,0.07500215724266779
9,89,0.07502966457598736
9,90,0.07503889932205499
9,91,0.07503341175939227
9,92,0.07502819681620476
9,93,0.07503112005548718
9,94,0.07502278132913331
9,95,0.07499706113266269
9,96,0.07495643404114971
9,97,0.07492585293780052
9,98,0.07492132725696532
9,99,0.07493546388412042
9,99,0.07493546388412042
10,0,0.07491426391739098
10,1,0.07491880358004677
10,2,0.07493694845863108
10,3,0.07497345168348613
10,4,0.07500425336010896
10,5,0.07501978738751269
10,6,0.07502539444489686
10,7,0.07503995062415503
10,8,0.07506515859223484
10,9,0.07507479482935997
10,10,0.07506073814724568
10,11,0.0750312985278998
10,12,0.07501916122107222
10,13,0.07501021246124506
10,14,0.07498735286428038
10,15,0.07497486564766365
10,16,0.075008813188842
10,17,0.07503815266614211
10,18,0.0750154320185692
10,19,0.07498060090967118
10,20,0.07498371049847496
10,21,0.07500995187212611
10,22,0.07500258604264576
10,23,0.07499851990716588
10,24,0.07500260922211788
10,25,0.07500240789587598
10,26,0.0750023971691367
10,27,0.07501066279239366
10,28,0.0749970286352255
10,29,0.07498443529496868
10,30,0.07500175090712458
10,31,0.074995828094232
10,32,0.074984284333659
10,33,0.07499737868705503
10,34,0.07500426420183892
10,35,0.07499475443195114
10,36,0.07500993513025356
10,37,0.07501705728661223
10,38,0.07500214606392475
10,39,0.07501235695944897
10,40,0.07500906265358998
10,41,0.07499790821091556
10,42,0.07500548791660133
10,43,0.0749978097227797
10,44,0.07499291031364286
10,45,0.07500561207397305
10,46,0.07500633420887337
10,47,0.07501134369836882
10,48,0.07502760709287393
10,49,0.07502422544979104
10,50,0.07502422544979104
10,51,0.07502760709287415
10,52,0.0750113436983686
10,53,0.07500633420887315
10,54,0.07500561207397394
10,55,0.07499291031364264
10,56,0.07499780972278014
10,57,0.07500548791660044
10,58,0.0749979082109149
10,59,0.07500906265358931
10,60,0.0750123569594483
10,61,0.07500214606392408
10,62,0.07501705728661201
10,63,0.07500993513025311
10,64,0.07499475443195092
10,65,0.07500426420183892
10,66,0.07499737868705414
